kepid,kepoi_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_time0bk,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,candidate_probability,prediction
5456651,K00835.02,1,Done,2018-08-16,CANDIDATE,0.878,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,56.2279271,132.29259,0.0,,0.7,3.57,,862.7,0.028683,4.47051,LS+MCMC,2.37,0.2707,89.56,366.0,4.22,4959.0,4.603,0.16,0.756,0.849,,294.20215,40.66341,15.208,15.964,15.137,14.884,14.742,13.703,13.215,13.133,0.0007376583161651536,nan
5481416,K00836.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,1,q1_q17_dr25_sup_koi,MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED---CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,2.384052875,171.58362,0.0,,1.178,3.0918,,1268.1,0.222925,0.03902,LS+MCMC,17.06,0.0308,58.76,1010.0,244.87,4794.0,4.58,-0.22,0.701,0.683,,299.64285,40.691238,15.836,16.733,15.793,15.451,15.271,14.226,13.613,13.518,2.7099004141561073e-05,nan
5531576,K00837.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.953547,174.66224,0.0,,0.3,2.6312,,875.4,0.026448,3.48717,LS+MCMC,2.25,0.0712,89.24,696.0,55.37,4768.0,4.536,0.18,0.779,0.759,,291.15878,40.750271,15.66,16.443,15.562,15.325,15.133,14.113,13.606,13.464,6.002868728869954e-05,nan
5531576,K00837.02,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.14451656,135.92831,0.0,,0.004,2.3421,,391.8,0.017441,2.87358,LS+MCMC,1.48,0.0461,89.99,864.0,132.08,4768.0,4.536,0.18,0.779,0.759,,291.15878,40.750271,15.66,16.443,15.562,15.325,15.133,14.113,13.606,13.464,4.462793043575431e-05,nan
5534814,K00838.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,4.859386384,173.011469,0.0,,1.259,2.2757,,6044.3,0.355227,0.4563,LS+MCMC,38.33,0.0571,81.27,1114.0,364.23,6072.0,4.47,-0.1,0.988,1.05,,292.21436,40.759762,15.311,15.812,15.269,15.097,15.033,14.173,13.785,13.634,4.596790698571786e-05,nan
6291653,K00850.01,1,Done,2018-08-16,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.526294577,176.522462,0.0,,0.644,2.5211,,9768.0,0.095143,3.85261,LS+MCMC,8.24,0.088,88.69,713.0,61.16,5386.0,4.553,-0.2,0.793,0.82,,293.87811,41.66177,15.305,15.956,15.263,15.026,14.903,13.968,13.532,13.492,0.007115442057129374,nan
6392727,K00851.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.583520948,169.973972,0.0,,0.045,2.7055,,3812.1,0.056287,2.30111,LS+MCMC,5.39,0.0535,89.81,1038.0,274.98,5815.0,4.54,-0.12,0.877,0.973,,299.18686,41.74268,15.287,15.847,15.235,15.047,14.929,13.981,13.644,13.62,0.00023012545518619754,nan
6422070,K00852.01,1,Done,2018-08-16,CANDIDATE,0.876,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.76181843,171.90364,0.0,,0.926,3.5176,,510.6,0.025656,0.06927,LS+MCMC,2.66,0.047,75.62,1121.0,372.62,5653.0,4.472,0.1,0.949,0.974,,283.31638,41.83712,15.257,15.836,15.199,15.008,14.94,13.955,13.626,13.557,0.00012010220287707175,nan
6428700,K00853.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.20396958,169.69138,0.0,,0.823,2.9667,,1024.4,0.033372,0.65082,LS+MCMC,3.01,0.0735,86.43,742.0,71.5,5015.0,4.499,0.1,0.826,0.785,,286.5657,41.808399,15.376,16.162,15.297,15.039,14.855,13.821,13.316,13.238,4.834753954973426e-05,nan
6428700,K00853.02,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,14.49645186,143.41659,0.0,,0.97,4.016,,647.5,0.033377,0.0859,LS+MCMC,3.01,0.1074,84.34,613.0,33.48,5015.0,4.499,0.1,0.826,0.785,,286.5657,41.808399,15.376,16.162,15.297,15.039,14.855,13.821,13.316,13.238,0.0002651607631158774,nan
5792202,K00841.03,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,6.54626149,133.85964,0.0,,0.644,2.75,,655.9,0.024555,1.35056,LS+MCMC,2.19,0.0668,87.46,810.0,101.78,5251.0,4.581,0.21,0.817,0.926,,292.23676,41.08588,15.855,16.516,15.753,15.571,15.491,14.484,14.026,14.118,6.780395953400545e-05,nan
5794379,K00842.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,12.71809866,175.35526,0.0,,0.427,3.0957,,1149.4,0.030871,2.98907,LS+MCMC,2.31,0.0934,89.17,562.0,23.6,4702.0,4.592,-0.22,0.686,0.67,,292.91312,41.060921,15.389,16.296,15.349,15.001,14.741,13.608,13.064,12.881,0.00010883805355129929,nan
5794379,K00842.02,1,Done,2018-08-16,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,36.06588163,198.58423,0.0,,0.26,4.3246,,1563.8,0.035281,3.78452,LS+MCMC,2.64,0.1871,89.77,397.0,5.88,4702.0,4.592,-0.22,0.686,0.67,,292.91312,41.060921,15.389,16.296,15.349,15.001,14.741,13.608,13.064,12.881,7.601286023394413e-05,nan
5881688,K00843.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.190425659,171.44122,0.0,,0.458,2.8589,,2877.4,0.050076,1.28404,LS+MCMC,6.21,0.0535,87.52,1234.0,547.9,6073.0,4.392,0.2,1.135,1.163,,293.49661,41.137589,15.27,15.8,15.211,15.043,14.951,14.069,13.77,13.624,0.0005893683834839299,nan
6022556,K00844.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.709870784,171.987982,0.0,,0.023,3.0694,,2020.3,0.040686,1.22579,LS+MCMC,4.35,0.0471,89.86,1151.0,415.1,5727.0,4.463,0.14,0.978,1.013,,283.86441,41.346458,15.581,16.157,15.52,15.334,15.255,14.306,13.934,13.785,0.00011260835947340432,nan
6032497,K00845.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,16.3297527,177.29506,0.0,,0.791,6.271,,1187.5,0.034822,0.16717,LS+MCMC,3.75,0.1255,86.59,727.0,66.08,5878.0,4.444,-0.06,0.987,0.989,,288.51001,41.301769,15.447,15.988,15.407,15.215,15.143,14.255,13.87,13.799,0.00015443888263227975,nan
6061119,K00846.01,1,Done,2018-08-16,CANDIDATE,0.985,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,27.807566216,186.713552,0.0,,0.782,4.21587,,25391.0,0.161479,1.98053,LS+MCMC,13.84,0.1711,88.96,554.0,22.24,5862.0,4.584,-0.52,0.785,0.865,,296.88821,41.396091,15.482,16.014,15.449,15.254,15.124,14.236,13.744,13.672,0.0018098545709531993,nan
6191521,K00847.01,1,Done,2018-08-16,CANDIDATE,0.942,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,80.8723469,203.895,0.0,,0.527,11.195,,3604.6,0.056129,0.37264,LS+MCMC,7.59,0.3577,89.4,452.0,9.88,5510.0,4.222,0.16,1.238,0.932,,287.1543,41.565788,15.201,15.739,15.166,14.97,14.863,13.935,13.585,13.569,0.0001386479276941021,nan
6267425,K00848.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE---CENT_RESOLVED_OFFSET,3.166465862,172.002627,0.0,,1.266,2.9381,,4357.2,0.348902,0.12553,LS+MCMC,26.82,0.0371,71.8,954.0,196.31,4968.0,4.575,-0.36,0.704,0.68,,284.86929,41.679192,15.999,16.795,15.962,15.659,15.487,14.413,13.963,13.812,4.882754768919925e-05,nan
3531558,K00118.01,1,Done,2018-08-16,CANDIDATE,0.912,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,24.99324319,138.68167,0.0,,0.686,5.9409,,269.6,0.015956,0.42385,LS+MCMC,2.29,0.1651,88.37,712.0,60.88,5718.0,4.181,0.0,1.317,0.961,,287.36279,38.649601,12.377,12.801,12.337,12.195,12.134,11.274,10.961,10.897,7.232316885650551e-05,nan
6276477,K00849.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.35533116,170.93729,0.0,,0.029,3.1775,,750.6,0.024674,2.92779,LS+MCMC,2.47,0.0895,89.93,777.0,86.22,5501.0,4.462,0.02,0.918,0.891,,288.9942,41.633282,15.018,15.627,14.948,14.757,14.64,13.656,13.279,13.141,4.6667246478731345e-05,nan
6863998,K00867.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,16.08518937,180.28319,0.0,,0.867,3.984,,1442.4,0.040767,0.41177,LS+MCMC,3.68,0.1173,87.21,613.0,33.43,5239.0,4.523,0.0,0.826,0.83,,292.10519,42.380322,15.219,15.918,15.15,14.919,14.803,13.753,13.284,13.145,5.502888179584899e-05,nan
6867155,K00868.01,0,Done,2018-08-16,CANDIDATE,0.998,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,235.9986399,208.399822,0.0,,0.778,8.2284,,20715.0,0.14756,2.14449,LS+MCMC,10.59,0.6534,89.76,188.0,0.29,4245.0,4.627,0.12,0.657,0.666,,293.00797,42.307201,15.172,16.343,15.122,14.67,14.421,13.251,12.678,12.515,0.9837187417758468,confirmed
6948054,K00869.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.49018305,174.95037,0.0,,0.02,2.7297,,1123.6,0.029843,3.3941,LS+MCMC,2.56,0.0703,89.95,753.0,76.06,5103.0,4.562,0.04,0.787,0.823,,291.63898,42.436321,15.599,16.312,15.541,15.293,15.162,14.121,13.688,13.639,4.744329937428621e-05,nan
6948054,K00869.02,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,36.2761238,201.2869,0.0,,0.035,4.7865,,1572.6,0.035273,3.09103,LS+MCMC,3.03,0.2012,89.97,445.0,9.29,5103.0,4.562,0.04,0.787,0.823,,291.63898,42.436321,15.599,16.312,15.541,15.293,15.162,14.121,13.688,13.639,5.4597388787817024e-05,nan
6948054,K00869.03,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,17.46087931,137.26594,0.0,,0.594,2.2641,,812.4,0.026969,7.45729,LS+MCMC,2.32,0.1236,89.31,568.0,24.6,5103.0,4.562,0.04,0.787,0.823,,291.63898,42.436321,15.599,16.312,15.541,15.293,15.162,14.121,13.688,13.639,0.00010562002762000698,nan
6435936,K00854.01,1,Done,2018-08-16,CANDIDATE,0.996,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,56.0560754,201.16578,0.0,,0.018,4.685,,1626.0,0.036134,5.11354,LS+MCMC,1.94,0.228,89.99,233.0,0.69,3593.0,4.757,0.26,0.491,0.503,,289.50848,41.812119,15.849,17.455,16.093,15.162,14.719,13.446,12.778,12.536,0.00039020571953021186,nan
6522242,K00855.01,1,Done,2018-08-16,CANDIDATE,0.974,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,41.408316686,195.78745,0.0,,0.377,5.0264,,22839.0,0.139516,3.42177,LS+MCMC,11.38,0.2162,89.68,453.0,9.93,5522.0,4.586,-0.46,0.747,0.786,,291.76041,41.944069,15.196,15.775,15.154,14.947,14.827,13.805,13.413,13.307,0.0002738989428041103,nan
6526710,K00856.01,0,Done,2018-08-16,CANDIDATE,0.994,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,39.74893077,172.854644,0.0,,0.881,7.3051,,15179.0,0.134949,0.31474,LS+MCMC,14.21,0.2311,88.3,552.0,21.87,6122.0,4.487,-0.18,0.964,1.041,,293.17929,41.969238,15.344,15.804,15.287,15.147,15.06,14.131,13.824,13.767,0.9776886288292664,confirmed
6587280,K00857.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.715425977,174.87931,0.0,,0.348,2.5242,,908.1,0.027348,2.71439,LS+MCMC,2.47,0.0611,88.81,850.0,123.03,5237.0,4.572,0.24,0.826,0.927,,285.11047,42.033958,15.086,15.785,14.997,14.787,14.657,13.622,13.191,13.064,5.87122629790277e-05,nan
9471974,K00119.01,1,Done,2018-08-16,CANDIDATE,0.959,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,49.18394185,141.911924,0.0,,0.035,11.3364,,1646.2,0.036501,0.31666,LS+MCMC,8.2,0.2829,89.94,669.0,47.4,5626.0,3.907,0.36,2.057,1.247,,294.55917,46.062328,12.654,13.127,12.528,12.452,12.313,11.43,11.065,10.983,0.00013469047220672647,nan
6587280,K00857.02,1,Done,2018-08-16,CANDIDATE,0.994,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,20.0261412,146.91109,0.0,,0.957,1.611,,421.2,0.025305,2.00738,LS+MCMC,2.28,0.1409,88.43,559.0,23.14,5237.0,4.572,0.24,0.826,0.927,,285.11047,42.033958,15.086,15.785,14.997,14.787,14.657,13.622,13.191,13.064,0.10560310674861023,nan
6599919,K00858.01,0,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,13.61014819,173.987319,0.0,,1.081,2.594,,5732.9,0.192842,0.84633,LS+MCMC,19.02,0.1061,86.94,733.0,68.29,5697.0,4.46,-0.26,0.903,0.857,,289.89777,42.009151,15.06,15.607,14.999,14.825,14.697,13.702,13.307,13.245,0.9949374506109288,confirmed
6675056,K00859.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,1,q1_q17_dr25_sup_koi,DEEP_V_SHAPED---CENT_RESOLVED_OFFSET---EPHEM_MATCH,10.44331991,175.4046,0.0,,0.23,2.743,,1159.8,0.030416,4.32663,LS+MCMC,2.66,0.0857,89.55,667.0,46.94,4947.0,4.516,0.08,0.802,0.769,,286.24356,42.148811,15.546,16.374,15.478,15.191,14.983,14.047,13.501,13.392,6.508064132827962e-05,nan
6685526,K00861.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.237489571,170.81914,0.0,,0.128,1.8119,,315.8,0.015942,3.26761,LS+MCMC,1.41,0.0325,89.23,1160.0,427.17,5265.0,4.58,0.14,0.81,0.91,,290.00757,42.116459,15.001,15.672,14.939,14.713,14.603,13.604,13.106,13.004,5.797729654078639e-05,nan
6756669,K00862.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,5.851520671,173.8228336,0.0,,0.211,3.11058,,33004.0,0.166109,2.48066,LS+MCMC,14.62,0.0591,89.27,901.0,155.89,5532.0,4.53,-0.34,0.806,0.804,,284.08731,42.233231,15.33,15.912,15.285,15.081,14.969,14.045,13.654,13.562,5.037057667739585e-05,nan
6784235,K00863.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.167893418,172.147959,0.0,,0.026,2.1814,,781.2,0.025513,2.78453,LS+MCMC,2.62,0.0426,89.87,1221.0,526.23,5895.0,4.503,-0.02,0.94,1.026,,293.81647,42.212502,15.533,16.067,15.477,15.304,15.2,14.32,13.958,13.871,4.9677991289027574e-05,nan
6849310,K00864.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.311780262,173.576483,0.0,,0.196,2.7251,,1154.0,0.030716,1.86883,LS+MCMC,3.11,0.0511,89.08,1038.0,274.84,5527.0,4.484,0.16,0.927,0.956,,287.24268,42.301369,15.604,16.18,15.548,15.357,15.278,14.306,13.852,13.73,4.595961384806943e-05,nan
6849310,K00864.02,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,20.0504494,188.08821,0.0,,0.383,4.556,,840.9,0.026569,1.54536,LS+MCMC,2.69,0.1423,89.31,622.0,35.44,5527.0,4.484,0.16,0.927,0.956,,287.24268,42.301369,15.604,16.18,15.548,15.357,15.278,14.306,13.852,13.73,5.38905858619058e-05,nan
6849310,K00864.03,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,9.76734503,186.57718,0.0,,0.9,1.6585,,569.1,0.026407,2.17446,LS+MCMC,2.67,0.0881,87.68,791.0,92.46,5527.0,4.484,0.16,0.927,0.956,,287.24268,42.301369,15.604,16.18,15.548,15.357,15.278,14.306,13.852,13.73,5.67268475763782e-05,nan
6862328,K00865.01,0,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,119.0207044,222.236492,0.0,,0.076,8.1405,,7430.5,0.077431,2.31024,LS+MCMC,8.98,0.4582,89.96,366.0,4.25,5453.0,4.342,0.16,1.062,0.904,,291.58377,42.36816,15.085,15.601,15.024,14.864,14.78,13.858,13.476,13.398,0.9065274013278243,false positive
9471974,K00119.02,1,Done,2018-08-16,CANDIDATE,0.987,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,190.3200468,312.68498,0.0,,0.812,15.284,,1141.7,0.034654,0.11866,LS+MCMC,7.78,0.6972,89.24,426.0,7.8,5626.0,3.907,0.36,2.057,1.247,,294.55917,46.062328,12.654,13.127,12.528,12.452,12.313,11.43,11.065,10.983,0.011384062507256034,nan
6862603,K00866.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET,2.861159894,171.648106,0.0,,0.965,1.8832,,1014.3,0.039171,0.22208,LS+MCMC,4.37,0.0406,77.84,1355.0,797.1,6126.0,4.458,-0.04,1.021,1.09,,291.67172,42.343109,15.618,16.094,15.559,15.415,15.32,14.442,14.128,14.012,3.732123115586591e-05,nan
7366258,K00880.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,26.44439337,194.12074,0.0,,0.03,3.9783,,1843.5,0.038511,3.96328,LS+MCMC,3.91,0.1687,89.97,562.0,23.54,5427.0,4.463,0.16,0.929,0.915,,292.87338,42.966141,15.158,15.718,15.096,14.918,14.803,13.879,13.527,13.518,5.1830730931771235e-05,nan
7366258,K00880.02,1,Done,2018-08-16,CANDIDATE,0.983,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,51.53997972,174.055011,0.0,,0.183,6.3994,,3644.3,0.05435,1.85679,LS+MCMC,5.51,0.2632,89.84,450.0,9.67,5427.0,4.463,0.16,0.929,0.915,,292.87338,42.966141,15.158,15.718,15.096,14.918,14.803,13.879,13.527,13.518,0.00012925031713462363,nan
7366258,K00880.03,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.902245782,136.78393,0.0,,0.209,2.9003,,702.3,0.023909,2.05923,LS+MCMC,2.43,0.0621,89.23,926.0,173.74,5427.0,4.463,0.16,0.929,0.915,,292.87338,42.966141,15.158,15.718,15.096,14.918,14.803,13.879,13.527,13.518,4.275674901493071e-05,nan
7366258,K00880.04,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.382951591,135.080841,0.0,,0.479,1.8876,,391.6,0.018369,2.19197,LS+MCMC,1.86,0.0339,86.85,1253.0,583.01,5427.0,4.463,0.16,0.929,0.915,,292.87338,42.966141,15.158,15.718,15.096,14.918,14.803,13.879,13.527,13.518,5.519844772810045e-05,nan
7373451,K00881.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,21.02250608,207.67593,0.0,,0.036,4.1072,,1772.5,0.037466,2.85327,LS+MCMC,3.07,0.1378,89.95,521.0,17.48,5067.0,4.585,-0.08,0.75,0.789,,294.90973,42.935261,15.859,16.548,15.793,15.564,15.406,14.399,13.982,13.841,7.409811219156446e-05,nan
6948054,K00869.04,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.219814777,133.00406,0.0,,0.06,2.0642,,488.2,0.019702,3.26825,LS+MCMC,1.69,0.04,89.72,998.0,234.93,5103.0,4.562,0.04,0.787,0.823,,291.63898,42.436321,15.599,16.312,15.541,15.293,15.162,14.121,13.688,13.639,5.9917939435911335e-05,nan
6949607,K00870.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.912273234,172.184012,0.0,,0.17,2.3254,,961.4,0.027826,4.13623,LS+MCMC,1.73,0.0537,89.51,585.0,27.72,4072.0,4.696,-0.18,0.57,0.586,,292.13702,42.42942,15.036,15.99,14.976,14.628,14.447,13.334,12.767,12.719,4.7687536731683085e-05,nan
6949607,K00870.02,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.98581901,175.68418,0.0,,0.008,2.8606,,881.3,0.026527,3.50489,LS+MCMC,1.65,0.0709,89.98,509.0,15.9,4072.0,4.696,-0.18,0.57,0.586,,292.13702,42.42942,15.036,15.99,14.976,14.628,14.447,13.334,12.767,12.719,5.04899084360332e-05,nan
7031517,K00871.01,0,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,12.940668656,179.423014,0.0,,0.897,2.4845,,42450.0,0.259639,4.93266,LS+MCMC,22.94,0.1039,88.54,723.0,64.64,5875.0,4.572,-0.42,0.809,0.895,,291.11969,42.507069,15.215,15.674,15.167,15.018,14.948,14.079,13.715,13.633,0.9605092257026066,confirmed
11869052,K00120.01,2,Done,2018-08-16,FALSE POSITIVE,0.573,0,1,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,20.5452375,137.91394,0.0,,0.95,2.517,,218.5,0.017424,0.52476,LS+MCMC,2.41,0.1437,87.6,742.0,71.57,5670.0,4.206,0.0,1.264,0.937,,294.40192,50.172089,12.003,12.476,11.835,11.801,11.807,11.114,10.813,10.828,0.0005081182869310341,nan
7109675,K00872.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,33.60123371,186.680343,0.0,,0.67,4.4056,,7425.9,0.083298,2.04292,LS+MCMC,8.46,0.1956,89.23,495.0,14.22,5149.0,4.447,0.42,0.93,0.882,,289.26874,42.604172,15.262,15.921,15.203,14.98,14.868,13.814,13.436,13.347,0.0002984714888594486,nan
7109675,K00872.02,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.76652928,138.0637,0.0,,0.429,2.9004,,450.7,0.019382,1.85399,LS+MCMC,1.97,0.0672,88.51,845.0,120.48,5149.0,4.447,0.42,0.93,0.882,,289.26874,42.604172,15.262,15.921,15.203,14.98,14.868,13.814,13.436,13.347,6.163780413703352e-05,nan
7118364,K00873.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.347288783,172.23343,0.0,,0.025,2.1024,,451.6,0.019273,4.18264,LS+MCMC,2.36,0.0524,89.91,1174.0,449.79,5754.0,4.345,0.16,1.122,1.014,,291.96417,42.69614,15.024,15.542,14.977,14.802,14.7,13.806,13.397,13.378,6.110735063395427e-05,nan
7134976,K00874.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.601811819,169.98108,0.0,,0.567,2.2607,,755.9,0.02579,2.109,LS+MCMC,2.35,0.0501,87.56,896.0,152.91,4986.0,4.496,0.16,0.833,0.793,,296.48343,42.663429,15.024,15.744,14.958,14.716,14.562,13.587,13.15,13.038,4.795150640751215e-05,nan
7134976,K00874.02,1,Done,2018-08-16,CANDIDATE,0.997,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,11.18719905,137.17814,0.0,,0.387,3.252,,353.6,0.017042,2.28406,LS+MCMC,1.55,0.0907,89.1,667.0,46.65,4986.0,4.496,0.16,0.833,0.793,,296.48343,42.663429,15.024,15.744,14.958,14.716,14.562,13.587,13.15,13.038,5.942831765613597e-05,nan
7135852,K00875.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.220965778,170.622433,0.0,,0.705,3.0854,,2260.0,0.046401,0.5702,LS+MCMC,2.62,0.0418,85.03,595.0,29.68,3837.0,4.747,-0.06,0.517,0.544,,296.69394,42.62611,15.692,16.782,15.619,15.225,14.974,13.855,13.277,13.102,0.0002057305315336006,nan
7270230,K00876.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE,6.998099523,171.898913,0.0,,7.361,2.0488,,20285.0,6.502574,22.19119,LS+MCMC,588.66,0.0698,79.0,853.0,125.22,5612.0,4.566,-0.12,0.829,0.926,,287.88412,42.832439,15.877,16.436,15.814,15.637,15.524,14.597,14.152,14.141,3.576244778547011e-05,nan
7287995,K00877.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.95489993,170.955871,0.0,,0.327,2.3892,,1410.7,0.033728,3.48052,LS+MCMC,2.33,0.0554,89.0,635.0,38.52,4261.0,4.641,-0.06,0.633,0.64,,293.63696,42.82497,15.019,16.121,14.965,14.547,14.322,13.168,12.577,12.392,6.841309408659981e-05,nan
7287995,K00877.02,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,12.03987488,181.22536,0.0,,0.286,2.7363,,1250.6,0.031605,4.82896,LS+MCMC,2.18,0.0886,89.51,502.0,15.06,4261.0,4.641,-0.06,0.633,0.64,,293.63696,42.82497,15.019,16.121,14.965,14.547,14.322,13.168,12.577,12.392,7.37793386329338e-05,nan
