kepid,kepoi_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_time0bk,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,candidate_probability,prediction
6185496,K02858.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---PLANET_PERIOD_IS_HALF_ALT---HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET,0.47462889,131.54237,0.0,,0.377,1.0194,,331.3,0.016665,3.3693,LS+MCMC,1.43,0.0109,83.67,1840.0,2691.55,4904.0,4.527,0.06,0.786,0.758,,284.36203,41.577549,15.692,16.545,15.638,15.327,15.189,14.131,13.563,13.439,3.542629479932052e-05,nan
6606438,K02860.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,103.4269873,220.22869,0.0,,0.013,5.03,,950.1,0.028295,7.44965,LS+MCMC,3.16,0.4438,90.0,416.0,7.08,6208.0,4.454,-0.12,1.024,1.086,,291.92255,42.00256,15.549,15.988,15.494,15.361,15.285,14.405,14.085,14.097,0.025531226186242702,nan
9149789,K02874.01,0,Done,2018-08-16,CANDIDATE,0.989,0,0,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---PLANET_PERIOD_IS_HALF_ALT---HAS_SEC_TCE,0.352515897,132.01659,0.0,,0.26,1.0525,,168.2,0.01191,2.61583,LS+MCMC,1.0,0.0092,84.23,2194.0,5534.14,5465.0,4.598,-0.26,0.766,0.857,,289.85889,45.503841,14.867,15.438,14.816,14.622,14.535,13.611,13.191,13.183,0.9885490001894758,confirmed
12170648,K02875.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,0.299697755,132.017121,0.0,,0.964,0.8473,,346.9,0.0238,0.52564,LS+MCMC,2.03,0.0081,44.72,2246.0,6005.79,5180.0,4.547,-0.12,0.782,0.787,,296.96381,50.74538,14.828,15.514,14.754,14.534,14.37,13.38,12.899,12.807,9.365898864345698e-05,nan
7051984,K02879.01,0,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,0.339069751,131.86957,0.0,,0.958,1.1516,,53.2,0.008785,0.29065,LS+MCMC,2.09,0.0102,37.61,3653.0,41863.05,5653.0,3.846,0.02,2.183,1.216,,296.7019,42.508652,12.771,13.344,12.716,12.526,12.429,11.553,11.167,11.099,0.99698317731936,confirmed
7282168,K07831.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,1,q1_q17_dr25_sup_koi,HALO_GHOST---EPHEM_MATCH,0.56681727,131.7715,0.0,,0.042,1.779,,35.9,0.005444,0.93685,LS+MCMC,0.42,0.0123,89.04,1832.0,2676.11,5481.0,4.629,-0.5,0.708,0.806,,291.83051,42.867729,14.916,15.483,14.877,14.673,14.565,13.655,13.269,13.236,0.0001979514469303863,nan
9851943,K04001.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,1,q1_q17_dr25_sup_koi,MOD_SEC_DV---CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,1.081935491,131.52874,0.0,,0.0,5.136,,202.9,0.012649,0.08505,LS+MCMC,0.99,0.0183,89.99,1364.0,819.14,4938.0,4.569,-0.26,0.718,0.697,,299.04044,46.670368,15.254,16.053,15.212,14.912,14.753,13.729,13.181,13.082,3.097593283418669e-05,nan
5773121,K04002.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,0.524175803,131.60105,0.0,,0.318,0.7648,,236.8,0.014228,9.04642,LS+MCMC,1.27,0.0123,86.42,1891.0,3049.23,5278.0,4.576,0.14,0.815,0.911,,285.33154,41.063911,15.04,15.715,14.96,14.751,14.632,13.685,13.257,13.149,0.0006382812084728323,nan
2708420,K04003.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,1,q1_q17_dr25_sup_koi,CENT_CROWDED---HALO_GHOST---EPHEM_MATCH,1.89129881,132.6639,0.0,,0.699,5.294,,82.0,0.008836,0.05242,LS+MCMC,0.86,0.0293,71.02,1414.0,944.68,5806.0,4.507,-0.18,0.893,0.935,,290.35153,37.94857,13.911,14.426,13.878,13.691,13.585,12.696,12.374,12.297,0.00010432412487165479,nan
4814502,K04004.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.94330596,135.57568,0.0,,0.928,2.9334,,126.2,0.012786,0.11518,LS+MCMC,1.41,0.0561,79.91,1058.0,296.74,5661.0,4.415,0.1,1.008,0.964,,283.99509,39.917,12.697,13.197,12.674,12.483,12.412,11.485,11.162,11.106,0.0001361323700951123,nan
8142787,K04005.01,1,Done,2018-08-16,CANDIDATE,0.997,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,178.139072,210.11802,0.0,,0.042,9.654,,678.8,0.023396,1.78564,LS+MCMC,2.25,0.5948,89.98,291.0,1.7,5431.0,4.496,0.02,0.879,0.881,,280.80157,44.033989,14.56,15.077,14.499,14.339,14.25,13.344,12.955,12.919,0.0013264811586967736,nan
7613620,K07843.01,0,Done,2018-08-16,CANDIDATE,0.8,0,0,0,0,q1_q17_dr25_sup_koi,CENT_FEW_DIFFS,0.619023176,131.92817,0.0,,0.387,1.496,,77.9,0.008093,1.35519,LS+MCMC,0.79,0.0142,82.63,1885.0,2985.06,5395.0,4.536,0.38,0.891,0.995,,293.67114,43.217609,15.775,16.482,15.705,15.473,15.377,14.369,13.949,13.858,0.9991392319315362,confirmed
3345675,K01772.01,0,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,120.00336404,250.137832,0.0,,0.78,3.3803,,39596.0,0.206779,20.44857,LS+MCMC,15.08,0.4209,89.82,240.0,0.78,4315.0,4.627,0.14,0.668,0.688,,292.30069,38.402142,15.635,16.842,15.662,15.118,14.755,13.585,12.957,12.806,0.9971138552618654,confirmed
3654950,K01766.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,DEPTH_ODDEVEN_DV---DEPTH_ODDEVEN_ALT---MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED,4.067371428,134.316022,0.0,,1.51,5.8962,,63447.0,0.840138,0.22067,LS+MCMC,68.81,0.0443,74.86,978.0,215.71,5385.0,4.532,-0.58,0.75,0.698,,293.83289,38.73634,15.858,16.523,15.836,15.573,15.421,14.465,14.037,13.977,2.905196456244854e-05,nan
3836453,K01903.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,1,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,1.540395781,131.99631,0.0,,0.062,1.6305,,173.4,0.011726,3.11658,LS+MCMC,0.94,0.0239,89.51,1211.0,510.22,4955.0,4.592,-0.06,0.735,0.771,,286.95236,38.918331,12.057,12.776,12.01,11.749,11.62,10.569,10.09,9.984,3.079831929926634e-05,nan
3952651,K01912.01,2,Done,2018-08-16,FALSE POSITIVE,0.001,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET,32.9045733,141.29325,0.0,,1.232,4.402,,662.3,0.259526,0.05766,LS+MCMC,28.34,0.2014,85.25,568.0,24.63,5780.0,4.438,0.0,1.0,1.0,,291.04391,39.023685,13.96,14.709,13.92,13.638,,13.576,13.133,13.098,4.935408787299492e-05,nan
3966262,K01811.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE---CENT_RESOLVED_OFFSET,2.46353343,135.3459,0.0,,1.222,2.954,,830.0,0.253317,0.03175,LS+MCMC,21.49,0.0338,55.7,1171.0,445.83,5541.0,4.587,-0.28,0.777,0.852,,294.57605,39.03928,14.914,15.5,14.868,14.663,14.53,13.68,13.231,13.157,4.855445209228648e-05,nan
4144231,K01791.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,1,q1_q17_dr25_sup_koi,DEEP_V_SHAPED---CENT_RESOLVED_OFFSET---EPHEM_MATCH,22.91339043,140.64839,0.0,,1.281,3.94,,5407.0,0.36804,0.35112,LS+MCMC,24.11,0.1336,86.56,510.0,15.94,5451.0,4.663,-1.98,0.6,0.604,,287.83228,39.225552,15.469,16.073,15.482,15.21,15.075,14.136,13.835,13.679,6.289774549639878e-05,nan
9964670,K02192.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---HALO_GHOST,1.541350116,132.32528,0.0,,0.272,3.29,,378.0,0.017486,0.36089,LS+MCMC,1.5,0.025,85.63,1273.0,619.14,5150.0,4.59,0.12,0.784,0.878,,297.02771,46.874519,15.316,16.055,15.245,14.999,14.854,13.843,13.355,13.234,3.0580174677729646e-05,nan
6209798,K02196.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET,1.205412526,131.93619,0.0,,1.092,1.537,,109.2,0.102818,0.03868,LS+MCMC,12.6,0.0219,40.58,1988.0,3681.8,6292.0,4.32,-0.46,1.122,0.959,,293.33835,41.59024,13.064,13.427,13.032,12.908,12.869,12.087,11.811,11.776,2.7280095888334087e-05,nan
6525249,K02197.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,1,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,1.710316235,131.60973,0.0,,1.174,3.614,,409.4,0.19531,0.01905,LS+MCMC,23.38,0.0297,35.02,1647.0,1740.08,6147.0,4.435,0.21,1.096,1.193,,292.73456,41.90477,15.961,16.454,15.913,15.749,15.699,14.824,14.518,14.368,2.883675205254506e-05,nan
11075429,K02198.01,1,Done,2018-08-16,CANDIDATE,0.991,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,23.9210408,139.07872,0.0,,0.936,5.174,,158.3,0.013956,0.08734,LS+MCMC,3.01,0.1871,86.12,1020.0,255.65,7121.0,4.031,-0.12,1.972,1.521,,287.13028,48.665371,12.768,12.947,12.708,12.702,12.71,11.917,11.763,11.699,0.016289114484704208,nan
11705004,K02199.01,1,Done,2018-08-16,CANDIDATE,0.993,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,9.03326435,137.17738,0.0,,0.455,2.857,,610.7,0.022819,2.5151,LS+MCMC,1.96,0.0813,88.82,729.0,66.89,5311.0,4.588,-0.04,0.788,0.884,,287.53503,49.801659,15.901,16.583,15.865,15.609,15.55,14.591,14.165,14.039,0.00037363171223630013,nan
6137681,K03932.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,1,q1_q17_dr25_sup_koi,DEEP_V_SHAPED---CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,356.535835,433.62066,0.0,,1.281,5.467,,3113.0,0.345194,1.28518,LS+MCMC,28.27,0.8736,89.64,220.0,0.55,5385.0,4.532,-0.58,0.75,0.698,,295.83484,41.426971,15.481,16.136,15.451,15.2,15.041,13.983,13.553,13.469,0.00011132051899823891,nan
11244682,K03933.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.490785878,133.10269,0.0,,0.116,1.4513,,336.8,0.016727,9.94108,LS+MCMC,1.32,0.0418,89.64,1010.0,245.65,5496.0,4.618,-0.46,0.725,0.81,,292.13733,48.917191,14.678,15.217,14.632,14.447,14.361,13.449,13.073,12.996,0.00012534598643926484,nan
9655419,K03934.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV,1.92149487,133.2283,0.0,,1.29,1.891,,1006.0,0.322515,0.08953,LS+MCMC,79.14,0.0359,60.18,2382.0,7634.18,6831.0,3.959,0.21,2.247,1.675,,294.34845,46.390755,12.659,12.57,12.581,12.701,,11.754,11.616,11.567,0.00022545000986084964,nan
5895158,K03935.01,1,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,1.093665854,132.47213,0.0,,0.174,1.4399,,218.4,0.013555,3.12612,LS+MCMC,1.29,0.0206,88.29,1681.0,1880.33,5845.0,4.541,-0.16,0.874,0.968,,296.9028,41.198189,14.815,15.332,14.765,14.593,14.502,13.66,13.184,13.23,0.000317902408206817,nan
4947556,K03936.01,0,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,HALO_GHOST,141.608555,190.27633,0.0,,0.399,7.685,,1263.1,0.032298,2.26978,LS+MCMC,2.98,0.5029,89.83,290.0,1.68,5083.0,4.512,0.22,0.844,0.844,,297.57712,40.02771,13.336,14.063,13.257,13.025,12.909,11.882,11.457,11.289,0.7298082661831472,false positive
7287028,K07832.01,0,Done,2018-08-16,CANDIDATE,0.465,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.6092231,132.463,0.0,,0.364,2.8,,52.4,0.006716,1.15112,LS+MCMC,0.68,0.0463,87.74,1192.0,477.0,6032.0,4.508,-0.18,0.929,1.014,,293.35861,42.80666,13.534,13.944,13.469,13.358,13.293,12.422,12.127,12.083,0.9990526733564113,confirmed
5471690,K04006.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,1,0,1,1,q1_q17_dr25_sup_koi,LPP_DV---SAME_NTL_PERIOD---CENT_FEW_DIFFS---HALO_GHOST---EPHEM_MATCH,12.4247333,134.0338,0.0,,0.656,16.828,,40.5,0.006159,0.01025,LS+MCMC,1.47,0.1138,81.37,1284.0,642.95,6632.0,3.86,-0.42,2.193,1.27,,297.72531,40.640789,12.876,13.234,12.855,12.723,12.679,11.836,11.627,11.54,0.00029184910973464927,nan
8376848,K04007.01,0,Done,2018-08-16,CANDIDATE,0.964,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,11.4927112,133.3086,0.0,,1.212,7.764,,291.5,0.227929,0.00237,LS+MCMC,25.01,0.1021,61.61,858.0,127.97,6198.0,4.464,-0.16,1.005,1.072,,295.74899,44.37476,15.472,15.932,15.433,15.275,15.201,14.319,13.965,13.978,0.9973999656714618,confirmed
5350447,K04008.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET,70.7511986,175.37157,0.0,,1.24,6.198,,858.1,0.271356,0.0543,LS+MCMC,27.74,0.3113,87.08,441.0,8.97,5771.0,4.4,-0.46,0.936,0.802,,287.92313,40.517269,15.187,15.732,15.169,14.953,14.886,13.943,13.514,13.471,7.207079285572772e-05,nan
4173026,K02172.02,1,Done,2018-08-16,CANDIDATE,0.991,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,116.583183,246.6275,0.0,,0.586,5.8,,819.0,0.027148,3.02267,LS+MCMC,2.91,0.4572,89.74,371.0,4.47,5738.0,4.426,-0.06,0.981,0.936,,295.164,39.201408,15.104,15.684,15.051,14.856,14.726,13.828,13.481,13.405,0.018346993342261017,nan
8934103,K04009.01,1,Done,2018-08-16,CANDIDATE,0.997,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,175.13892,296.03778,0.0,,0.07,10.767,,634.5,0.022585,1.25633,LS+MCMC,3.06,0.6095,89.97,346.0,3.39,5497.0,4.243,0.32,1.241,0.981,,283.3457,45.27446,15.245,15.665,15.189,15.065,15.024,14.122,13.829,13.751,0.005287467092668915,nan
7618364,K07844.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,1,0,1,0,q1_q17_dr25_sup_koi,INDIV_TRANS_RUBBLE_SKYE_ZUMA_TRACKER---CENT_UNRESOLVED_OFFSET,1.302061421,132.56436,0.0,,1.273,1.8238,,1046.1,0.305569,0.09517,LS+MCMC,92.86,0.0291,51.47,3345.0,29636.26,7757.0,3.837,-0.1,2.783,1.941,,294.96756,43.277409,13.095,13.226,13.052,13.055,13.064,12.28,12.169,12.122,8.100017325153083e-05,nan
4150390,K01768.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE,55.25178622,144.456513,0.0,,0.978,6.094,,39874.0,0.300696,1.30161,LS+MCMC,27.32,0.2762,89.06,444.0,9.15,5793.0,4.561,-0.26,0.832,0.921,,289.68658,39.297199,15.807,16.36,15.763,15.57,15.449,14.542,14.145,14.168,3.081998978640706e-05,nan
4851464,K01757.01,2,Done,2018-08-16,FALSE POSITIVE,0.001,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,5.548250634,133.219686,0.0,,0.296,6.06772,,42873.0,0.191456,0.32587,LS+MCMC,21.49,0.0633,87.9,1088.0,331.99,6124.0,4.455,-0.02,1.028,1.097,,295.88867,39.911301,15.752,16.269,15.715,15.53,15.48,14.567,14.225,14.022,3.053647899052091e-05,nan
4913000,K01775.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,1,q1_q17_dr25_sup_koi,SEASONAL_DEPTH_DV---SEASONAL_DEPTH_ALT---CENT_RESOLVED_OFFSET---EPHEM_MATCH,4.442520831,133.607376,0.0,,0.966,2.4779,,531.5,0.027421,0.11187,LS+MCMC,3.98,0.0563,78.6,1392.0,889.36,6496.0,4.272,-0.08,1.33,1.209,,288.4743,40.085678,11.668,11.892,11.593,11.538,11.56,10.764,10.555,10.515,6.392852382037411e-05,nan
4945877,K01936.01,2,Done,2018-08-16,FALSE POSITIVE,1.0,0,0,1,0,q1_q17_dr25_sup_koi,CENT_SATURATED,1.339670241,132.16786,0.0,,0.602,1.895,,28.6,0.005163,0.90649,LS+MCMC,1.27,0.0289,82.16,3448.0,33385.02,8867.0,3.988,-0.62,2.245,1.789,,297.19012,40.027969,10.455,10.341,10.493,10.646,10.829,10.162,10.158,10.099,9.056093037280838e-05,nan
5110423,K01777.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,0,q1_q17_dr25_sup_koi,MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED---CENT_KIC_POS,2.685223546,133.731821,0.0,,1.28,4.0632,,5494.6,0.369077,0.05657,LS+MCMC,28.98,0.0349,62.63,1111.0,360.92,5552.0,4.62,-0.54,0.719,0.786,,294.83679,40.265598,15.828,16.436,15.801,15.568,15.446,14.461,14.072,13.952,9.638085794270646e-05,nan
2581191,K02203.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET,1.99042642,132.71317,0.0,,0.067,3.083,,133.8,0.010627,0.59978,LS+MCMC,1.17,0.0317,89.23,1539.0,1327.48,6198.0,4.464,-0.16,1.005,1.072,,292.60025,37.832069,14.349,14.769,14.301,14.17,14.1,13.276,12.992,12.931,4.730218853279924e-05,nan
7379385,K02207.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---CENT_RESOLVED_OFFSET,67.230028,171.7451,0.0,,0.938,25.01,,379.1,0.02202,0.00246,LS+MCMC,2.44,0.3222,83.57,482.0,12.79,6157.0,4.418,-0.3,1.016,0.985,,296.4201,42.936989,14.548,14.996,14.509,14.355,14.273,13.401,13.136,13.055,5.534296690595552e-05,nan
6199702,K02211.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,0,1,q1_q17_dr25_sup_koi,CENT_KIC_POS---EPHEM_MATCH,0.805259637,132.100758,0.0,,0.332,0.9779,,341.8,0.017291,6.56755,LS+MCMC,1.93,0.0174,86.87,2115.0,4732.34,6257.0,4.454,-0.18,1.022,1.079,,290.12604,41.59943,14.633,15.036,14.571,14.46,14.392,13.484,13.168,13.125,0.00016557795532800784,nan
6307083,K02050.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,1,q1_q17_dr25_sup_koi,MOD_SEC_DV---DEEP_V_SHAPED---HAS_SEC_TCE---CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,75.3787816,167.10798,0.0,,0.046,5.268,,387.7,0.017463,4.56797,LS+MCMC,1.6,0.3235,89.98,360.0,3.97,5061.0,4.488,0.1,0.841,0.793,,297.63519,41.641869,12.218,12.893,12.132,11.929,11.845,10.771,10.386,10.279,0.00014545202971070134,nan
6780158,K02231.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET,2.464160779,131.92201,0.0,,1.169,2.427,,116.7,0.179594,0.01505,LS+MCMC,36.93,0.0344,46.24,1709.0,2018.62,5238.0,3.84,-0.32,1.883,0.894,,292.6597,42.272831,13.145,13.826,13.11,12.853,12.73,11.66,11.215,11.132,2.572679190208343e-05,nan
7199756,K07823.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,1,0,1,1,q1_q17_dr25_sup_koi,LPP_DV---CENT_RESOLVED_OFFSET---EPHEM_MATCH,0.566781152,131.85715,0.0,,0.427,3.995,,133.4,0.010672,0.10849,LS+MCMC,0.54,0.0104,69.61,1090.0,337.1,3725.0,4.787,-0.2,0.46,0.473,,291.60602,42.70372,15.742,17.226,15.835,15.106,14.721,13.472,12.81,12.625,0.00040508381942358637,nan
4947556,K03936.02,1,Done,2018-08-16,CANDIDATE,0.91,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,13.0267964,139.14777,0.0,,0.93,0.785,,356.6,0.022538,17.54038,LS+MCMC,2.08,0.1025,89.01,643.0,40.51,5083.0,4.512,0.22,0.844,0.844,,297.57712,40.02771,13.336,14.063,13.257,13.025,12.909,11.882,11.457,11.289,0.007115793555478886,nan
7362696,K03937.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,4.93129874,134.82009,0.0,,1.224,1.8626,,676.1,0.251798,0.12502,LS+MCMC,21.42,0.0507,76.99,944.0,187.36,5457.0,4.508,-0.56,0.779,0.712,,291.76056,42.92392,15.535,16.135,15.498,15.277,15.117,14.099,13.594,13.455,0.00028428895623521444,nan
3865595,K03938.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,0,q1_q17_dr25_sup_koi,PLANET_IN_STAR---HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET,5.59187448,132.87618,0.0,,0.82,1.6782,,236.4,0.016357,2.17522,LS+MCMC,104.18,0.0757,86.93,4793.0,124810.93,3915.0,1.173,0.02,58.325,1.846,,295.29874,38.930496,13.627,14.852,13.608,13.101,,10.894,10.087,9.847,0.00012341111533964075,nan
9593528,K03939.01,2,Done,2018-08-16,FALSE POSITIVE,1.0,0,1,0,0,q1_q17_dr25_sup_koi,CENT_FEW_DIFFS,1.88665445,132.3531,0.0,,1.269,1.343,,2098.0,0.321214,0.37904,LS+MCMC,43.81,0.0299,72.18,1794.0,2453.86,6296.0,4.247,-0.36,1.249,1.005,,294.0282,46.201771,15.21,15.652,15.193,15.021,14.952,14.104,13.774,13.765,0.0013903779358887126,nan
5195945,K03940.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,0,q1_q17_dr25_sup_koi,CENT_UNRESOLVED_OFFSET,14.53682228,132.36831,0.0,,1.068,3.195,,1032.3,0.114404,0.12412,LS+MCMC,73.15,0.1094,84.51,1596.0,1534.06,4946.0,2.819,-0.64,5.855,0.824,,294.31287,40.319721,12.93,13.766,12.896,12.572,12.373,11.235,10.701,10.597,0.0001019506735085466,nan
7300182,K07833.01,0,Done,2018-08-16,CANDIDATE,0.923,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,172.820248,302.0399,0.0,,0.249,7.343,,549.3,0.021626,3.58088,LS+MCMC,2.22,0.6105,89.92,338.0,3.08,6174.0,4.499,-0.3,0.939,1.014,,296.78555,42.880291,14.321,14.723,14.275,14.149,14.087,13.252,12.971,12.931,0.9968893334962461,confirmed
5288577,K04010.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,1,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,1.72853003,131.80572,0.0,,0.776,3.819,,99.1,0.00996,0.08712,LS+MCMC,2.43,0.0315,71.11,2492.0,9100.75,6701.0,3.882,-0.4,2.237,1.392,,295.50217,40.409943,13.597,12.638,13.837,13.36,,13.468,13.194,13.178,3.620065940905631e-05,nan
11969988,K04011.01,2,Done,2018-08-16,FALSE POSITIVE,0.495,0,1,1,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.19068738,132.01727,0.0,,0.594,4.41,,66.3,0.00777,0.12725,LS+MCMC,1.68,0.0364,79.24,2017.0,3913.33,6208.0,3.973,-0.02,1.975,1.337,,295.05322,50.34774,12.521,12.881,12.455,12.367,12.339,11.418,11.157,11.141,0.00010227379684248168,nan
8483258,K04012.01,2,Done,2018-08-16,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,372.16478,233.7717,0.0,,0.7967,11.288,,2074.0,0.046078,0.68001,MCMC,5.68,1.0793,89.95,279.0,1.44,6194.0,4.415,0.21,1.129,1.208,,286.54303,44.509621,15.823,16.28,15.762,15.627,15.579,14.779,14.322,14.24,0.0005555566641642526,nan
4832225,K04013.01,2,Done,2018-08-16,FALSE POSITIVE,0.0,1,0,0,1,q1_q17_dr25_sup_koi,TRANS_GAPPED---CENT_SATURATED---EPHEM_MATCH,0.947730124,132.39338,0.0,,0.473,1.1171,,152.5,0.011822,4.19282,LS+MCMC,2.82,0.0248,85.35,3914.0,55681.21,9464.0,4.116,0.07,2.184,2.272,,290.74661,39.91103,9.072,8.918,9.123,9.323,9.477,8.929,8.988,8.96,0.0007146147865076843,nan
9009953,K04014.01,1,Done,2018-08-16,CANDIDATE,0.982,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,234.240739,210.8122,0.0,,0.944,12.925,,464.1,0.025002,0.05861,LS+MCMC,3.41,0.7576,89.02,329.0,2.77,5814.0,4.269,0.16,1.248,1.055,,286.94971,45.353828,13.685,14.045,13.599,13.531,13.521,12.67,12.434,12.352,0.33128322472819915,nan
